year,country,players,prize_pool
2018,Lithuania,4161,"$277,375.49"
2018,New Zealand,4161,"$268,117.54"
2018,Portugal,4161,"$267,451.26"
2018,Hong Kong,4161,"$265,120.90"
2018,South Africa,4161,"$261,704.34"
2018,Croatia,4161,"$252,394.55"
2018,Austria,4161,"$250,259.70"
2018,Bosnia and Herzegovina,4161,"$233,158.45"
2018,Romania,4161,"$222,821.73"
2018,Latvia,4161,"$220,604.77"
2018,Serbia,4161,"$209,913.94"
2018,Peru,4161,"$199,527.19"
2018,Ireland,4161,"$186,897.46"
2018,Macao,4161,"$172,004.08"
2018,Slovenia,4161,"$154,428.49"
2018,India,4161,"$135,606.73"
2018,Chile,4161,"$120,253.79"
2018,Gibraltar,4161,"$119,304.51"
2018,Colombia,4161,"$96,382.49"
2018,Dominican Republic,4161,"$84,988.56"
2018,United Arab Emirates,4161,"$70,638.86"
2018,"Moldova, Republic of",4161,"$64,777.79"
2018,Puerto Rico,4161,"$60,215.12"
2018,Kyrgyzstan,4161,"$54,299.99"
2018,Malta,4161,"$53,229.74"
2018,Tunisia,4161,"$49,326.16"
2018,Mongolia,4161,"$47,936.18"
2018,Iceland,4161,"$46,985.95"
2018,Armenia,4161,"$44,238.58"
2018,"Palestinian Territory, Occupied",4161,"$38,889.50"
2018,Kuwait,4161,"$37,352.09"
2018,North Macedonia,4161,"$35,699.14"
2018,Uruguay,4161,"$30,039.56"
2018,Cuba,4161,"$29,423.75"
2018,Morocco,4161,"$28,541.98"
2018,Panama,4161,"$27,085.00"
2018,Venezuela,4161,"$24,318.50"
2018,Montenegro,4161,"$23,742.98"
2018,Ethiopia,4161,"$22,796.63"
2018,Egypt,4161,"$15,794.49"
2018,Algeria,4161,"$9,893.29"
2018,Faroe Islands,4161,"$9,070.05"
2018,Bolivia,4161,"$7,460.44"
2018,Uzbekistan,4161,"$7,430.59"
2018,Lao People's Democratic Republic,4161,"$6,516.80"
2018,Bahrain,4161,"$5,867.82"
2018,Syrian Arab Republic,4161,"$5,810.26"
2018,Myanmar,4161,"$5,525.00"
2018,Azerbaijan,4161,"$5,435.21"
2018,Mauritius,4161,"$5,344.33"
2018,"Iran, Islamic Republic of",4161,"$4,796.50"
2018,Iraq,4161,"$4,548.82"
2018,Luxembourg,4161,"$4,542.53"
2018,Nicaragua,4161,"$3,802.88"
2018,Georgia,4161,"$3,799.88"
2018,Guatemala,4161,"$3,753.33"
2018,Afghanistan,4161,"$3,000.00"
2018,Brunei Darussalam,4161,"$2,472.00"
2018,Cambodia,4161,"$2,250.00"
2018,Ecuador,4161,"$1,593.33"
2018,Greenland,4161,"$1,500.00"
2018,"Kosovo, Republic of",4161,"$1,276.00"
2018,Albania,4161,"$1,247.85"
2018,Costa Rica,4161,"$1,144.56"
2018,New Caledonia,4161,"$1,000.00"
2018,Bangladesh,4161,$600.00
2018,Qatar,4161,$570.28
2018,Trinidad and Tobago,4161,$543.38
2018,Zambia,4161,$411.24
2018,El Salvador,4161,$409.72
2018,Sri Lanka,4161,$285.14
2018,Bermuda,4161,$200.00
2018,Bahamas,4161,$197.00
2018,Maldives,4161,$121.54
2018,Yemen,4161,$120.00
2018,Monaco,4161,$113.00
2018,Paraguay,4161,$54.94
2018,United States Minor Outlying Islands,4161,$30.00
2018,Isle of Man,4161,$15.00
2019,United States,5734,"$44,736,538.58"
2019,China,5734,"$23,232,756.54"
2019,"Korea, Republic of",5734,"$16,861,526.44"
2019,France,5734,"$10,505,902.07"
2019,Finland,5734,"$9,883,816.96"
2019,Denmark,5734,"$9,566,236.29"
2019,Sweden,5734,"$6,876,246.47"
2019,Canada,5734,"$6,869,158.75"
2019,United Kingdom,5734,"$6,857,472.94"
2019,Australia,5734,"$6,682,306.86"
2019,Germany,5734,"$6,106,222.43"
2019,Brazil,5734,"$5,952,106.59"
2019,Russian Federation,5734,"$5,833,499.25"
2019,Norway,5734,"$3,522,723.33"
2019,Japan,5734,"$3,440,128.68"
2019,Netherlands,5734,"$3,189,573.65"
2019,"Taiwan, Republic of China",5734,"$2,924,515.62"
2019,Poland,5734,"$2,919,889.88"
2019,Philippines,5734,"$2,875,200.70"
2019,Austria,5734,"$2,790,665.34"
2019,Bulgaria,5734,"$2,297,050.70"
2019,Malaysia,5734,"$2,250,376.48"
2019,Thailand,5734,"$2,236,033.62"
2019,Argentina,5734,"$2,162,963.12"
2019,Spain,5734,"$1,862,960.89"
2019,Jordan,5734,"$1,753,186.25"
2019,Ukraine,5734,"$1,450,885.70"
2019,Indonesia,5734,"$1,349,453.84"
2019,Viet Nam,5734,"$1,203,605.25"
2019,Italy,5734,"$1,173,781.10"
2019,Lebanon,5734,"$1,164,813.58"
2019,Romania,5734,"$1,057,326.31"
2019,Belgium,5734,"$1,032,762.85"
2019,Estonia,5734,"$1,004,952.87"
2019,Peru,5734,"$975,116.12"
2019,Switzerland,5734,"$905,102.89"
2019,Mexico,5734,"$807,291.52"
2019,Saudi Arabia,5734,"$775,480.23"
2019,Turkey,5734,"$754,036.02"
2019,New Zealand,5734,"$726,061.38"
2019,Pakistan,5734,"$638,527.76"
2019,Czech Republic,5734,"$595,071.74"
2019,Israel,5734,"$587,547.60"
2019,Kazakhstan,5734,"$525,487.30"
2019,India,5734,"$522,026.12"
2019,Hong Kong,5734,"$510,307.26"
2019,Belarus,5734,"$484,900.01"
2019,Portugal,5734,"$439,849.04"
2019,Slovakia,5734,"$407,749.68"
2019,Slovenia,5734,"$403,584.51"
2019,Lithuania,5734,"$366,203.28"
2019,Singapore,5734,"$361,754.56"
2019,Kyrgyzstan,5734,"$274,785.80"
2019,Latvia,5734,"$253,955.15"
2019,Bosnia and Herzegovina,5734,"$244,488.99"
2019,Serbia,5734,"$236,931.34"
2019,Hungary,5734,"$222,763.42"
2019,Greece,5734,"$221,316.08"
2019,Croatia,5734,"$216,619.38"
2019,Ireland,5734,"$214,269.87"
2019,Bolivia,5734,"$202,851.83"
2019,Chile,5734,"$182,911.70"
2019,Macao,5734,"$178,619.29"
2019,Tunisia,5734,"$149,016.17"
2019,United Arab Emirates,5734,"$138,271.02"
2019,North Macedonia,5734,"$121,336.88"
2019,South Africa,5734,"$114,448.11"
2019,Uzbekistan,5734,"$104,153.93"
2019,Egypt,5734,"$88,524.20"
2019,Puerto Rico,5734,"$77,721.74"
2019,Afghanistan,5734,"$74,245.60"
2019,Uruguay,5734,"$73,582.41"
2019,Mongolia,5734,"$65,371.08"
2019,Iceland,5734,"$63,533.38"
2019,Iraq,5734,"$60,854.70"
2019,Dominican Republic,5734,"$56,174.87"
2019,Colombia,5734,"$54,521.26"
2019,Cuba,5734,"$42,267.33"
2019,Montenegro,5734,"$39,016.88"
2019,Malta,5734,"$38,526.34"
2019,Costa Rica,5734,"$35,986.67"
2019,"Kosovo, Republic of",5734,"$33,558.09"
2019,Luxembourg,5734,"$33,167.34"
2019,Cambodia,5734,"$31,473.76"
2019,Azerbaijan,5734,"$31,367.62"
2019,Albania,5734,"$30,459.64"
2019,"Iran, Islamic Republic of",5734,"$28,156.74"
2019,Morocco,5734,"$24,967.19"
2019,Myanmar,5734,"$23,298.97"
2019,Armenia,5734,"$22,637.41"
2019,Syrian Arab Republic,5734,"$21,515.00"
2019,Algeria,5734,"$19,383.33"
2019,Georgia,5734,"$17,385.10"
2019,Nepal,5734,"$14,016.64"
2019,Kuwait,5734,"$13,611.09"
2019,Bahrain,5734,"$13,479.49"
2019,"Moldova, Republic of",5734,"$12,643.10"
2019,Guatemala,5734,"$11,219.92"
2019,Paraguay,5734,"$8,920.03"
2019,Oman,5734,"$8,900.00"
2019,Venezuela,5734,"$8,643.37"
2019,Greenland,5734,"$7,525.00"
2019,Lao People's Democratic Republic,5734,"$6,286.59"
2019,Qatar,5734,"$5,747.26"
2019,Nicaragua,5734,"$5,563.83"
2019,"Palestinian Territory, Occupied",5734,"$4,517.63"
2019,Ecuador,5734,"$3,749.84"
2019,Ghana,5734,"$2,808.76"
2019,Brunei Darussalam,5734,"$2,694.00"
2019,Gibraltar,5734,"$2,400.00"
2019,New Caledonia,5734,"$2,000.00"
2019,Panama,5734,"$1,338.51"
2019,Honduras,5734,"$1,336.87"
2019,Zambia,5734,"$1,224.20"
2019,Jamaica,5734,$838.63
2019,Senegal,5734,$750.00
2019,Ethiopia,5734,$733.33
2019,Andorra,5734,$648.62
2019,Monaco,5734,$450.00
2019,Belize,5734,$250.00
2019,Turkmenistan,5734,$220.40
2019,Sri Lanka,5734,$210.00
2019,Bangladesh,5734,$200.00
2019,Kenya,5734,$150.00
2019,Faroe Islands,5734,$100.00
2019,Côte D'Ivoire,5734,$71.90
2019,Jersey,5734,$60.00
2019,Liechtenstein,5734,$28.00
2019,Aruba,5734,$14.17
2020,United States,4934,"$23,290,282.41"
2020,China,4934,"$21,553,726.65"
2020,"Korea, Republic of",4934,"$10,293,371.96"
2020,France,4934,"$5,151,027.34"
2020,Brazil,4934,"$4,956,610.30"
2020,United Kingdom,4934,"$4,620,822.48"
2020,Russian Federation,4934,"$4,495,855.89"
2020,Denmark,4934,"$4,103,403.21"
2020,Germany,4934,"$4,047,454.28"
2020,Canada,4934,"$3,751,466.79"
2020,Sweden,4934,"$2,726,615.46"
2020,Thailand,4934,"$2,679,496.71"
2020,Japan,4934,"$2,309,566.90"
2020,Australia,4934,"$2,293,908.02"
2020,Poland,4934,"$1,805,764.35"
2020,"Taiwan, Republic of China",4934,"$1,799,093.05"
2020,Finland,4934,"$1,734,937.78"
2020,Indonesia,4934,"$1,371,251.20"
2020,Netherlands,4934,"$1,317,274.93"
2020,Ukraine,4934,"$1,277,824.88"
2020,Norway,4934,"$1,252,663.08"
2020,Spain,4934,"$1,219,963.63"
2020,Viet Nam,4934,"$1,179,327.22"
2020,Turkey,4934,"$861,123.76"
2020,Saudi Arabia,4934,"$771,059.80"
2020,Italy,4934,"$735,001.83"
2020,Mexico,4934,"$707,939.05"
2020,Argentina,4934,"$665,938.38"
2020,Philippines,4934,"$640,396.87"
2020,Bulgaria,4934,"$622,259.84"
2020,Malaysia,4934,"$586,032.88"
2020,Czech Republic,4934,"$583,641.14"
2020,Kazakhstan,4934,"$496,266.45"
2020,Singapore,4934,"$488,530.93"
2020,Estonia,4934,"$450,843.33"
2020,Belgium,4934,"$447,426.84"
2020,Slovenia,4934,"$432,666.95"
2020,Jordan,4934,"$427,634.50"
2020,Austria,4934,"$410,238.30"
2020,Portugal,4934,"$385,225.31"
2020,Peru,4934,"$321,481.76"
2020,Slovakia,4934,"$315,525.57"
2020,India,4934,"$314,706.51"
2020,Belarus,4934,"$303,210.68"
2020,Israel,4934,"$291,318.93"
2020,Latvia,4934,"$257,811.48"
2020,Romania,4934,"$251,697.65"
2020,New Zealand,4934,"$250,523.27"
2020,Chile,4934,"$239,517.70"
2020,Lithuania,4934,"$226,138.48"
2020,Greece,4934,"$224,888.05"
2020,Hungary,4934,"$216,148.87"
2020,Switzerland,4934,"$211,911.38"
2020,Hong Kong,4934,"$203,738.21"
2020,Croatia,4934,"$192,830.57"
2020,Serbia,4934,"$183,549.61"
2020,Bosnia and Herzegovina,4934,"$173,888.88"
2020,Mongolia,4934,"$164,044.80"
2020,Uzbekistan,4934,"$144,081.66"
2020,Lebanon,4934,"$140,583.74"
2020,"Iran, Islamic Republic of",4934,"$134,234.27"
2020,Ireland,4934,"$132,678.61"
2020,South Africa,4934,"$124,943.49"
2020,North Macedonia,4934,"$115,016.83"
2020,Armenia,4934,"$112,713.43"
2020,Pakistan,4934,"$110,255.79"
2020,"Moldova, Republic of",4934,"$97,570.22"
2020,Kyrgyzstan,4934,"$93,598.60"
2020,Colombia,4934,"$83,309.62"
2020,Macao,4934,"$71,406.66"
2020,Puerto Rico,4934,"$57,678.40"
2020,Georgia,4934,"$49,219.75"
2020,Bahrain,4934,"$45,550.00"
2020,Cuba,4934,"$45,336.82"
2020,Egypt,4934,"$45,088.76"
2020,Azerbaijan,4934,"$44,031.05"
2020,Montenegro,4934,"$40,333.23"
2020,Morocco,4934,"$39,389.56"
2020,Afghanistan,4934,"$37,720.00"
2020,"Kosovo, Republic of",4934,"$35,166.85"
2020,Bolivia,4934,"$31,853.07"
2020,Albania,4934,"$29,865.78"
2020,Syrian Arab Republic,4934,"$29,623.10"
2020,Dominican Republic,4934,"$25,176.62"
2020,Costa Rica,4934,"$23,527.50"
2020,Uruguay,4934,"$22,860.86"
2020,Nepal,4934,"$22,851.82"
2020,Venezuela,4934,"$22,539.64"
2020,Bangladesh,4934,"$21,793.56"
2020,United Arab Emirates,4934,"$21,786.55"
2020,Iceland,4934,"$21,191.79"
2020,Lao People's Democratic Republic,4934,"$20,807.76"
2020,Guatemala,4934,"$19,592.50"
2020,Iraq,4934,"$18,515.89"
2020,Brunei Darussalam,4934,"$18,399.99"
2020,Tunisia,4934,"$15,300.60"
2020,Myanmar,4934,"$13,863.00"
2020,Oman,4934,"$12,370.00"
2020,Ecuador,4934,"$11,023.71"
2020,Luxembourg,4934,"$10,677.42"
2020,Algeria,4934,"$8,292.54"
2020,Kuwait,4934,"$7,925.00"
2020,Malta,4934,"$7,898.62"
2020,Cambodia,4934,"$4,500.00"
2020,Nicaragua,4934,"$4,117.48"
2020,Paraguay,4934,"$3,971.15"
2020,Yemen,4934,"$3,720.00"
2020,Sri Lanka,4934,"$2,400.00"
2020,Qatar,4934,"$2,033.33"
2020,Panama,4934,"$1,828.00"
2020,Cyprus,4934,"$1,315.84"
2020,Gibraltar,4934,$900.00
2020,"Palestinian Territory, Occupied",4934,$600.00
2020,New Caledonia,4934,$300.00
2020,Faroe Islands,4934,$200.00
2020,Guernsey,4934,$100.00
2020,Jamaica,4934,$75.75
2020,Isle of Man,4934,$60.00
2020,Saint Barthélemy,4934,$7.63
2020,Monaco,4934,$1.17
2021,China,1277,"$45,583,875.64"
2021,United States,1277,"$23,319,118.75"
2021,Russian Federation,1277,"$22,264,551.68"
2021,"Korea, Republic of",1277,"$12,359,340.19"
2021,Ukraine,1277,"$10,350,054.85"
2021,Japan,1277,"$8,073,701.78"
2021,Brazil,1277,"$7,145,103.13"
2021,United Kingdom,1277,"$5,965,125.02"
2021,France,1277,"$5,512,456.15"
2021,Denmark,1277,"$5,349,250.75"
2021,Canada,1277,"$4,343,530.41"
2021,Thailand,1277,"$4,121,280.71"
2021,Germany,1277,"$3,957,479.31"
2021,Sweden,1277,"$3,488,195.73"
2021,Poland,1277,"$3,341,358.86"
2021,Malaysia,1277,"$3,068,235.05"
2021,Philippines,1277,"$3,009,833.78"
2021,Finland,1277,"$2,702,434.18"
2021,Indonesia,1277,"$2,634,129.44"
2021,Australia,1277,"$2,390,891.41"
2021,"Taiwan, Republic of China",1277,"$2,160,876.90"
2021,Turkey,1277,"$1,995,906.99"
2021,Viet Nam,1277,"$1,949,888.12"
2021,Spain,1277,"$1,658,620.47"
2021,Peru,1277,"$1,322,086.66"
2021,Netherlands,1277,"$1,269,215.44"
2021,Norway,1277,"$1,196,708.23"
2021,Saudi Arabia,1277,"$1,048,845.15"
2021,Argentina,1277,"$1,045,798.10"
2021,Czech Republic,1277,"$932,102.33"
2021,Singapore,1277,"$926,680.49"
2021,Kazakhstan,1277,"$915,835.37"
2021,Italy,1277,"$869,978.37"
2021,Estonia,1277,"$860,190.20"
2021,Jordan,1277,"$831,063.05"
2021,Mexico,1277,"$760,031.11"
2021,Bulgaria,1277,"$694,382.42"
2021,India,1277,"$671,269.52"
2021,Slovenia,1277,"$644,169.04"
2021,Slovakia,1277,"$617,196.29"
2021,Mongolia,1277,"$566,776.92"
2021,Lithuania,1277,"$518,827.00"
2021,Pakistan,1277,"$503,395.88"
2021,Belarus,1277,"$501,705.79"
2021,Chile,1277,"$493,463.28"
2021,Belgium,1277,"$472,989.29"
2021,Israel,1277,"$453,603.22"
2021,Portugal,1277,"$442,833.55"
2021,"Moldova, Republic of",1277,"$399,008.05"
2021,Switzerland,1277,"$398,623.14"
2021,Croatia,1277,"$384,693.87"
2021,North Macedonia,1277,"$350,392.20"
2021,Austria,1277,"$343,237.00"
2021,Bosnia and Herzegovina,1277,"$328,655.31"
2021,Serbia,1277,"$305,649.11"
2021,Hong Kong,1277,"$289,021.97"
2021,Romania,1277,"$276,111.49"
2021,Latvia,1277,"$255,284.36"
2021,South Africa,1277,"$245,787.37"
2021,Azerbaijan,1277,"$225,270.32"
2021,Uruguay,1277,"$215,894.67"
2021,Hungary,1277,"$212,781.96"
2021,Greece,1277,"$191,273.11"
2021,Bolivia,1277,"$188,687.66"
2021,New Zealand,1277,"$171,711.92"
2021,Armenia,1277,"$162,057.23"
2021,Ireland,1277,"$150,647.39"
2021,Colombia,1277,"$148,525.96"
2021,Nepal,1277,"$141,441.75"
2021,Morocco,1277,"$134,076.53"
2021,Lebanon,1277,"$126,457.30"
2021,Myanmar,1277,"$118,694.75"
2021,Egypt,1277,"$101,197.03"
2021,Uzbekistan,1277,"$100,950.00"
2021,Iraq,1277,"$96,647.26"
2021,Georgia,1277,"$84,294.07"
2021,"Iran, Islamic Republic of",1277,"$83,077.79"
2021,Syrian Arab Republic,1277,"$81,693.20"
2021,Afghanistan,1277,"$76,333.33"
2021,Algeria,1277,"$74,908.44"
2021,Puerto Rico,1277,"$73,398.17"
2021,"Kosovo, Republic of",1277,"$70,481.87"
2021,Ecuador,1277,"$64,816.89"
2021,Bangladesh,1277,"$57,860.29"
2021,Kyrgyzstan,1277,"$53,675.77"
2021,Venezuela,1277,"$51,524.08"
2021,Dominican Republic,1277,"$50,232.32"
2021,Senegal,1277,"$40,052.50"
2021,Cambodia,1277,"$36,750.00"
2021,Albania,1277,"$33,055.37"
2021,Tunisia,1277,"$31,540.43"
2021,United Arab Emirates,1277,"$30,704.47"
2021,Cuba,1277,"$28,241.58"
2021,Macao,1277,"$25,892.58"
2021,Lao People's Democratic Republic,1277,"$24,444.32"
2021,Kuwait,1277,"$22,493.15"
2021,Nicaragua,1277,"$21,231.36"
2021,Guatemala,1277,"$21,122.05"
2021,Montenegro,1277,"$20,767.50"
2021,Iceland,1277,"$16,879.26"
2021,Luxembourg,1277,"$13,984.72"
2021,Bahrain,1277,"$11,231.46"
2021,Costa Rica,1277,"$10,810.00"
2021,Malta,1277,"$10,369.90"
2021,Honduras,1277,"$8,740.00"
2021,Yemen,1277,"$5,170.00"
2021,Sri Lanka,1277,"$5,166.20"
2021,"Tanzania, United Republic of",1277,"$4,500.00"
2021,Monaco,1277,"$4,375.00"
2021,Qatar,1277,"$2,558.25"
2021,Panama,1277,"$2,300.00"
2021,"Palestinian Territory, Occupied",1277,"$1,750.00"
2021,French Polynesia,1277,"$1,500.00"
2021,Angola,1277,"$1,200.00"
2021,Brunei Darussalam,1277,"$1,041.67"
2021,Guyana,1277,$700.00
2021,Paraguay,1277,$427.00
2021,Isle of Man,1277,$410.00
2021,Jamaica,1277,$226.00
2021,Gibraltar,1277,$225.00
2021,Mauritius,1277,$175.00
2021,Guernsey,1277,$159.90
2021,Wallis And Futuna,1277,$100.00
2021,Zimbabwe,1277,$100.00
2022,China,579,"$5,255,033.86"
2022,United States,579,"$3,809,757.41"
2022,Russian Federation,579,"$2,633,903.50"
2022,"Korea, Republic of",579,"$1,964,041.06"
2022,Brazil,579,"$1,783,868.32"
2022,Japan,579,"$1,262,512.64"
2022,Denmark,579,"$984,679.25"
2022,"Taiwan, Republic of China",579,"$863,001.71"
2022,Canada,579,"$851,165.96"
2022,Germany,579,"$822,065.46"
2022,Thailand,579,"$798,206.43"
2022,France,579,"$658,212.72"
2022,Malaysia,579,"$614,038.30"
2022,Philippines,579,"$602,969.63"
2022,United Kingdom,579,"$564,743.17"
2022,Peru,579,"$557,673.33"
2022,Indonesia,579,"$516,319.10"
2022,Ukraine,579,"$479,217.22"
2022,Australia,579,"$373,044.82"
2022,Saudi Arabia,579,"$366,932.36"
2022,Sweden,579,"$361,887.76"
2022,Turkey,579,"$343,273.41"
2022,Iraq,579,"$333,533.35"
2022,Finland,579,"$331,136.80"
2022,Poland,579,"$328,827.19"
2022,India,579,"$314,683.28"
2022,Viet Nam,579,"$308,445.35"
2022,Mexico,579,"$298,980.63"
2022,Bulgaria,579,"$275,361.14"
2022,Slovakia,579,"$267,921.90"
2022,Norway,579,"$255,207.26"
2022,Spain,579,"$220,006.45"
2022,Mongolia,579,"$210,863.58"
2022,Kazakhstan,579,"$193,876.68"
2022,Argentina,579,"$186,366.18"
2022,Netherlands,579,"$178,466.99"
2022,Lithuania,579,"$166,364.47"
2022,Italy,579,"$153,962.03"
2022,Bosnia and Herzegovina,579,"$148,864.46"
2022,Czech Republic,579,"$147,510.35"
2022,Latvia,579,"$147,090.79"
2022,Estonia,579,"$138,452.70"
2022,Belarus,579,"$119,853.26"
2022,Greece,579,"$115,750.82"
2022,Jordan,579,"$97,319.38"
2022,Slovenia,579,"$90,132.81"
2022,Israel,579,"$89,253.27"
2022,Algeria,579,"$88,041.21"
2022,Belgium,579,"$87,506.80"
2022,Lebanon,579,"$87,237.91"
2022,Chile,579,"$85,907.50"
2022,Lao People's Democratic Republic,579,"$83,602.40"
2022,Serbia,579,"$81,214.15"
2022,Singapore,579,"$69,773.19"
2022,Romania,579,"$69,331.62"
2022,Portugal,579,"$65,059.03"
2022,Pakistan,579,"$59,407.48"
2022,Bolivia,579,"$59,222.86"
2022,Nepal,579,"$56,250.00"
2022,South Africa,579,"$56,144.61"
2022,Georgia,579,"$55,420.59"
2022,Azerbaijan,579,"$43,578.60"
2022,Morocco,579,"$41,112.50"
2022,New Zealand,579,"$33,244.06"
2022,United Arab Emirates,579,"$31,042.86"
2022,Hong Kong,579,"$28,960.79"
2022,Austria,579,"$28,295.02"
2022,Croatia,579,"$27,268.30"
2022,Montenegro,579,"$27,100.00"
2022,Kyrgyzstan,579,"$24,707.28"
2022,North Macedonia,579,"$24,576.25"
2022,Hungary,579,"$23,805.43"
2022,Uruguay,579,"$23,244.91"
2022,Armenia,579,"$18,650.00"
2022,Switzerland,579,"$14,775.23"
2022,"Iran, Islamic Republic of",579,"$12,620.00"
2022,Ecuador,579,"$11,928.10"
2022,Syrian Arab Republic,579,"$11,122.28"
2022,Venezuela,579,"$10,562.50"
2022,Colombia,579,"$9,834.09"
2022,Luxembourg,579,"$8,433.43"
2022,Egypt,579,"$8,413.33"
2022,Libyan Arab Jamahiriya,579,"$8,333.35"
2022,Dominican Republic,579,"$8,248.25"
2022,"Kosovo, Republic of",579,"$7,851.98"
2022,Uzbekistan,579,"$6,825.00"
2022,Cuba,579,"$5,875.00"
2022,Ireland,579,"$5,456.98"
2022,"Palestinian Territory, Occupied",579,"$5,425.00"
2022,Kuwait,579,"$5,000.00"
2022,Iceland,579,"$4,943.08"
2022,Albania,579,"$4,777.13"
2022,Puerto Rico,579,"$4,609.39"
2022,Nigeria,579,"$4,000.00"
2022,Macao,579,"$3,745.28"
2022,Costa Rica,579,"$3,360.89"
2022,Myanmar,579,"$3,174.00"
2022,Bangladesh,579,"$2,950.00"
2022,Guatemala,579,"$2,425.06"
2022,Jamaica,579,"$1,854.17"
2022,Paraguay,579,"$1,699.69"
2022,Nicaragua,579,"$1,223.96"
2022,Afghanistan,579,"$1,216.67"
2022,Panama,579,"$1,173.37"
2022,Zimbabwe,579,"$1,083.33"
2022,El Salvador,579,$828.13
2022,Mauritania,579,$759.00
2022,Brunei Darussalam,579,$600.00
2022,Åland Islands,579,$560.00
2022,Malta,579,$527.19
2022,"Moldova, Republic of",579,$500.00
2022,Guernsey,579,$430.00
2022,Aruba,579,$104.17
2022,Trinidad and Tobago,579,$78.13
2022,New Caledonia,579,$25.00
