year,game,prizepool,tournaments,players
1998,Quake II,"$66,200.00",4,16
1998,QuakeWorld,"$43,500.00",3,12
1998,StarCraft: Brood War,"$20,000.00",1,8
1998,Age of Empires,"$2,000.00",1,1
1999,StarCraft: Brood War,"$139,553.84",11,40
1999,Descent 3,"$50,000.00",1,1
1999,Quake III Arena,"$43,200.00",2,15
1999,Quake II,"$42,400.00",2,12
2000,Quake III Arena,"$415,237.82",28,97
2000,StarCraft: Brood War,"$140,229.03",10,36
2000,Age of Empires II,"$113,768.30",16,37
2000,FIFA 2000,"$50,000.00",1,4
2000,Counter-Strike,"$23,763.33",2,62
2000,Age of Empires,"$9,500.00",1,4
2000,Doom II: Hell on Earth,$0.00,1,3
2000,Marvel vs. Capcom 2,$0.00,1,3
2000,Street Fighter Alpha 2,$0.00,1,3
2000,Street Fighter Alpha 3,$0.00,1,3
2000,Street Fighter III: 3rd Strike,$0.00,1,3
2000,Super Street Fighter II Turbo,$0.00,1,3
2001,Counter-Strike,"$346,592.44",13,222
2001,Age of Empires II,"$160,541.29",17,48
2001,Quake III Arena,"$147,736.74",14,48
2001,StarCraft: Brood War,"$91,893.99",9,50
2001,FIFA 2001,"$46,000.00",2,9
2001,Unreal Tournament,"$46,000.00",2,9
2001,Aliens versus Predator 2,"$40,000.00",1,1
2001,QuakeWorld,"$15,000.00",1,8
2001,Capcom vs. SNK,$0.00,1,3
2001,Marvel vs. Capcom 2,$0.00,1,3
2001,Street Fighter Alpha 3,$0.00,1,3
2001,Super Street Fighter II Turbo,$0.00,1,3
2002,Counter-Strike,"$400,994.88",14,351
2002,Dota 2,"$300,000.00",1,40
2002,StarCraft: Brood War,"$132,944.26",10,36
2002,Quake III Arena,"$102,206.40",4,24
2002,Age of Empires II,"$92,866.00",28,37
2002,WarCraft III,"$74,740.65",6,35
2002,Return to Castle Wolfenstein,"$67,424.30",2,30
2002,FIFA 2002 World Cup,"$43,000.00",1,8
2002,Unreal Tournament,"$43,000.00",2,8
2002,Unreal Tournament 2003,"$34,000.00",5,18
2002,NASCAR Thunder 2002,"$7,679.25",1,0
2002,Star Wars Jedi Knight II: Jedi Outcast,"$7,679.25",1,0
2002,Halo: Combat Evolved,"$5,000.00",2,21
2002,Age of Empires,$100.00,1,3
2002,Super Smash Bros. Melee,$40.00,2,4
2002,Capcom vs. SNK 2,$0.00,1,3
2002,Marvel vs. Capcom 2,$0.00,1,3
2002,Super Street Fighter II Turbo,$0.00,1,3
2003,Counter-Strike,"$821,957.99",63,503
2003,StarCraft: Brood War,"$276,838.39",16,81
2003,WarCraft III,"$248,436.18",38,102
2003,Unreal Tournament 2003,"$111,773.91",8,17
2003,Halo: Combat Evolved,"$107,150.00",12,74
2003,Quake III Arena,"$95,463.46",6,26
2003,Age of Mythology,"$55,400.00",7,20
2003,FIFA 03,"$54,066.44",3,10
2003,Age of Empires II,"$27,697.02",21,45
2003,Super Smash Bros. Melee,"$15,550.00",4,8
2003,Tekken 4,"$12,500.00",3,3
2003,NASCAR Thunder 2003,"$5,933.50",1,0
2003,Live for Speed,"$2,491.62",1,5
2003,Gran Turismo 3: A-Spec,"$1,500.00",1,3
2003,Madden NFL 2004,"$1,500.00",1,3
2003,Soul Calibur II,"$1,500.00",3,6
2003,Day of Defeat,$880.41,1,6
2003,Age of Empires,$625.00,1,4
2003,Capcom vs. SNK 2,$0.00,2,3
2003,FIFA 04,$0.00,1,0
2003,Guilty Gear XX,$0.00,1,3
2003,Marvel vs. Capcom 2,$0.00,2,3
2003,Street Fighter III: 3rd Strike,$0.00,1,3
2003,Super Street Fighter II Turbo,$0.00,1,3
2003,Tekken Tag Tournament,$0.00,2,3
2003,Virtua Fighter 4: Evolution,$0.00,2,3
2004,Counter-Strike,"$902,651.67",92,707
2004,StarCraft: Brood War,"$538,071.31",16,77
2004,WarCraft III,"$455,143.36",89,160
2004,Doom 3,"$207,748.16",3,13
2004,Halo: Combat Evolved,"$183,456.00",22,63
2004,Counter-Strike: Condition Zero,"$162,150.60",3,111
2004,Quake III Arena,"$111,500.00",4,35
2004,Unreal Tournament 2004,"$106,512.41",4,30
2004,Painkiller,"$55,000.00",3,18
2004,Call of Duty,"$50,000.00",1,51
2004,Age of Empires II,"$45,565.20",15,110
2004,FIFA 04,"$40,000.00",2,3
2004,Need for Speed: Underground,"$35,000.00",1,3
2004,Project Gotham Racing 2,"$35,000.00",1,3
2004,Pro Evolution Soccer 3,"$25,000.00",1,8
2004,Age of Mythology,"$13,328.00",5,19
2004,Super Smash Bros. Melee,"$10,644.50",10,17
2004,Day of Defeat,"$10,000.00",1,18
2004,Soul Calibur II,"$2,700.00",2,3
2004,Gran Turismo 3: A-Spec,"$1,750.00",1,3
2004,Capcom vs. SNK 2,$0.00,1,3
2004,FIFA 05,$0.00,1,0
2004,Guilty Gear XX,$0.00,1,3
2004,Live for Speed,$0.00,2,1
2004,Marvel vs. Capcom 2,$0.00,1,3
2004,Street Fighter III: 3rd Strike,$0.00,1,3
2004,Super Street Fighter II Turbo,$0.00,1,3
2004,Tekken 4,$0.00,1,3
2004,Tekken Tag Tournament,$0.00,1,3
2004,Virtua Fighter 4: Evolution,$0.00,1,3
2005,Counter-Strike,"$1,354,441.43",98,777
2005,Painkiller,"$960,000.00",10,42
2005,StarCraft: Brood War,"$592,759.49",28,88
2005,WarCraft III,"$480,680.28",90,107
2005,Halo 2,"$197,850.00",38,65
2005,Counter-Strike: Source,"$150,546.22",12,103
2005,FIFA 05,"$57,728.01",7,5
2005,Quake III Arena,"$57,160.44",9,24
2005,Quake 4,"$51,780.70",7,42
2005,Doom 3,"$50,000.00",1,3
2005,Wolfenstein: Enemy Territory,"$50,000.00",1,19
2005,Age of Empires II,"$40,816.91",13,50
2005,Pro Evolution Soccer 4,"$40,550.64",2,11
2005,Super Smash Bros. Melee,"$36,072.46",30,48
2005,Need for Speed: Underground 2,"$35,629.48",3,8
2005,"Warhammer 40,000: Dawn of War","$35,000.00",1,3
2005,Day of Defeat,"$30,000.00",1,23
2005,Dead or Alive Ultimate,"$30,000.00",1,3
2005,Unreal Tournament 2004,"$27,456.92",7,14
2005,FIFA 06,"$26,694.54",2,6
2005,Quake II,"$20,000.00",1,3
2005,Gran Turismo 4,"$12,000.00",1,4
2005,Age of Mythology,"$4,500.00",2,6
2005,Halo: Combat Evolved,"$3,675.00",3,11
2005,Battlefield 2,"$3,148.82",1,0
2005,Live for Speed,"$2,823.77",2,7
2005,Defense of the Ancients,"$1,736.36",2,0
2005,Need for Speed: Most Wanted,$694.54,1,4
2005,Call of Duty,$629.77,2,0
2005,Capcom vs. SNK 2,$0.00,1,3
2005,Guilty Gear XX #Reload,$0.00,1,3
2005,Marvel vs. Capcom 2,$0.00,1,3
2005,Project Gotham Racing 2,$0.00,1,3
2005,Street Fighter III: 3rd Strike,$0.00,1,3
2005,Super Street Fighter II Turbo,$0.00,1,3
2005,Tekken 5,$0.00,8,3
2005,Tekken Tag Tournament,$0.00,1,3
2006,Counter-Strike,"$2,138,622.70",122,967
2006,StarCraft: Brood War,"$809,030.24",41,142
2006,Halo 2,"$618,050.00",19,54
2006,WarCraft III,"$568,917.15",82,109
2006,Quake 4,"$359,839.00",35,73
2006,Counter-Strike: Source,"$177,710.53",27,254
2006,Super Smash Bros. Melee,"$144,584.00",22,44
2006,Madden NFL 2006,"$100,000.00",1,1
2006,FIFA 06,"$85,769.99",10,17
2006,Quake III Arena,"$83,813.76",6,46
2006,Battlefield 2,"$79,074.59",8,0
2006,Project Gotham Racing 3,"$72,300.00",4,8
2006,TrackMania Nations,"$72,000.00",2,11
2006,Dead or Alive 4,"$53,050.00",4,13
2006,"Warhammer 40,000: Dawn of War","$43,000.00",1,3
2006,Wolfenstein: Enemy Territory,"$36,350.20",4,54
2006,Need for Speed: Most Wanted,"$35,000.00",6,14
2006,Gran Turismo 4,"$32,000.00",1,4
2006,Pro Evolution Soccer 5,"$32,000.00",1,4
2006,Call of Duty 2,"$31,249.28",8,0
2006,FIFA 07,"$27,300.00",3,5
2006,Age of Empires II,"$25,332.54",5,50
2006,Ghost Recon Advanced Warfighter,"$24,000.00",2,0
2006,Forza Motorsport 2,"$15,000.00",1,2
2006,Day of Defeat,"$10,300.00",1,1
2006,Capcom vs. SNK 2,"$10,250.00",1,8
2006,Guilty Gear XX Slash,"$10,250.00",1,6
2006,Hyper Street Fighter II,"$10,250.00",1,8
2006,Marvel vs. Capcom 2,"$10,250.00",1,8
2006,Street Fighter III: 3rd Strike,"$10,250.00",1,8
2006,Tekken 5,"$10,250.00",1,8
2006,Age of Empires III,"$4,500.00",4,10
2006,Live for Speed,"$1,895.48",2,6
2006,Defense of the Ancients,$738.83,1,5
2006,Age of Empires,$289.25,2,19
2007,Counter-Strike,"$1,636,886.38",108,904
2007,StarCraft: Brood War,"$1,049,963.19",37,128
2007,WarCraft III,"$870,166.24",132,128
2007,Counter-Strike: Source,"$840,896.60",45,413
2007,Halo 2,"$673,462.47",14,65
2007,Dead or Alive 4,"$254,986.85",6,30
2007,Project Gotham Racing 3,"$224,986.85",5,27
2007,World of WarCraft,"$220,400.00",7,30
2007,FIFA 07,"$211,012.23",11,38
2007,Rainbow Six: Vegas,"$176,400.77",7,137
2007,Gears of War,"$170,900.77",7,33
2007,Quake 4,"$146,558.81",10,30
2007,Halo 3,"$100,000.00",1,16
2007,Madden NFL 2007,"$100,000.00",1,1
2007,Madden NFL 2008,"$100,000.00",1,1
2007,Super Smash Bros. Melee,"$78,733.31",66,115
2007,Rise of Nations: Rise of Legends,"$69,600.00",1,8
2007,World in Conflict,"$65,227.50",4,19
2007,F.E.A.R.,"$60,000.00",3,20
2007,Enemy Territory: Quake Wars,"$56,273.00",2,26
2007,Need for Speed Carbon,"$36,322.58",3,12
2007,Defense of the Ancients,"$35,076.49",6,31
2007,Call of Duty 2,"$29,089.98",6,25
2007,Command & Conquer 3,"$24,901.26",3,5
2007,Shadowrun,"$24,000.00",3,0
2007,Age of Empires III,"$21,900.00",4,10
2007,TrackMania Nations,"$21,381.66",5,9
2007,Age of Empires II,"$21,077.90",5,40
2007,Pro Evolution Soccer 6,"$20,216.82",2,5
2007,Carom 3D,"$20,000.00",1,3
2007,Wolfenstein: Enemy Territory,"$19,156.88",3,58
2007,Battlefield 2142,"$18,546.14",3,0
2007,Capcom vs. SNK 2,"$10,250.00",2,8
2007,Guilty Gear XX Accent Core,"$10,250.00",1,23
2007,Marvel vs. Capcom 2,"$10,250.00",2,8
2007,Street Fighter III: 3rd Strike,"$10,250.00",3,11
2007,Super Street Fighter II Turbo,"$10,250.00",2,8
2007,Tekken 5: Dark Resurrection,"$10,250.00",2,8
2007,Virtua Fighter 5,"$10,250.00",2,8
2007,Team Fortress 2,"$9,182.00",2,21
2007,Crysis,"$8,364.00",1,0
2007,Battlefield 2,"$6,514.86",2,0
2007,Call of Duty 4: Modern Warfare,"$6,273.00",1,20
2007,Quake III Arena,"$5,789.26",6,17
2007,S.T.A.L.K.E.R.: Shadow of Chernobyl,"$4,901.26",1,0
2007,Supreme Commander,"$4,901.26",1,0
2007,FIFA 08,"$3,136.50",3,4
2007,Live for Speed,"$2,008.27",1,5
2007,Trackmania United,"$1,027.50",1,3
2007,Day of Defeat: Source,$996.07,1,0
2007,Super Smash Bros.,$940.00,4,11
2007,Age of Mythology,$100.00,1,3
2008,Counter-Strike,"$1,681,708.06",114,759
2008,StarCraft: Brood War,"$1,050,526.45",27,192
2008,Counter-Strike: Source,"$871,999.50",61,468
2008,Halo 3,"$688,924.67",11,72
2008,WarCraft III,"$684,298.74",106,119
2008,World of WarCraft,"$557,300.00",15,87
2008,World in Conflict,"$228,110.73",7,25
2008,Call of Duty 4: Modern Warfare,"$218,907.09",23,165
2008,Forza Motorsport 2,"$207,000.00",1,16
2008,FIFA 08,"$201,433.25",13,62
2008,Dead or Alive 4,"$189,708.46",3,18
2008,F.E.A.R.,"$118,000.00",2,8
2008,Unreal Tournament 3,"$104,812.82",3,3
2008,Madden NFL 2009,"$100,000.00",1,1
2008,Defense of the Ancients,"$81,556.24",11,55
2008,Gears of War,"$66,974.50",6,0
2008,Quake III Arena,"$65,619.70",14,23
2008,Rainbow Six: Vegas 2,"$64,000.00",6,0
2008,Team Fortress 2,"$59,639.44",7,74
2008,Red Stone,"$35,000.00",1,6
2008,Need for Speed: ProStreet,"$32,208.46",3,12
2008,TrackMania Nations Forever,"$30,946.31",6,8
2008,Command & Conquer 3,"$28,185.41",5,7
2008,Project Gotham Racing 4,"$25,208.46",3,5
2008,Quake Live,"$25,000.00",2,19
2008,Super Smash Bros. Melee,"$22,934.61",27,85
2008,Guitar Hero III: Legends of Rock,"$19,000.00",2,8
2008,Age of Empires III,"$18,000.00",2,6
2008,Asphalt 4,"$17,500.00",1,3
2008,Carom 3D,"$17,500.00",1,3
2008,Virtua Fighter 5,"$17,500.00",2,3
2008,Super Smash Bros. Brawl,"$16,751.87",36,88
2008,Age of Empires II,"$15,425.44",8,25
2008,Wolfenstein: Enemy Territory,"$12,014.88",2,30
2008,Enemy Territory: Quake Wars,"$4,650.12",1,6
2008,Battlefield 2,"$2,976.95",1,0
2008,Crysis,"$2,976.95",1,0
2008,Street Fighter III: 3rd Strike,"$2,890.00",2,5
2008,QuakeWorld,"$2,775.07",1,0
2008,Marvel vs. Capcom 2,"$2,610.00",4,10
2008,Day of Defeat: Source,"$2,285.82",1,12
2008,Pro Evolution Soccer 2008,"$2,084.15",3,6
2008,Super Street Fighter II Turbo,"$1,770.00",2,6
2008,Tekken 5: Dark Resurrection,"$1,720.00",2,6
2008,Unreal Tournament 2003,"$1,700.00",1,1
2008,Capcom vs. SNK 2,"$1,450.00",2,6
2008,Supreme Commander: Forged Alliance,"$1,290.01",1,0
2008,Age of Mythology,"$1,020.00",5,6
2008,Guilty Gear XX Accent Core,$80.00,1,3
2009,Counter-Strike,"$1,354,652.70",123,797
2009,StarCraft: Brood War,"$708,775.32",51,137
2009,WarCraft III,"$387,351.00",90,74
2009,World of WarCraft,"$359,438.91",13,68
2009,Counter-Strike: Source,"$247,039.65",47,321
2009,Halo 3,"$234,900.71",7,76
2009,Defense of the Ancients,"$124,530.20",17,123
2009,FIFA 09,"$118,886.69",17,52
2009,Call of Duty 4: Modern Warfare,"$109,724.84",21,121
2009,Quake Live,"$79,946.08",19,33
2009,Gears of War 2,"$60,000.00",4,0
2009,Super Smash Bros. Melee,"$51,999.99",89,161
2009,Resistance 2,"$50,400.00",1,194
2009,Magic: The Gathering Online,"$50,000.00",1,8
2009,Super Smash Bros. Brawl,"$48,302.26",97,195
2009,TrackMania Nations Forever,"$35,765.59",13,30
2009,Team Fortress 2,"$32,478.48",10,142
2009,Red Stone,"$23,000.00",1,12
2009,Rainbow Six: Vegas 2,"$15,000.00",1,0
2009,Asphalt 4,"$12,000.00",1,3
2009,Carom 3D,"$12,000.00",1,3
2009,Virtua Fighter 5,"$12,000.00",2,3
2009,Wise Star 2,"$12,000.00",1,3
2009,Quake III Arena,"$10,591.18",7,20
2009,Age of Empires II,"$10,134.84",2,11
2009,Day of Defeat: Source,"$7,717.64",3,35
2009,Wolfenstein: Enemy Territory,"$6,637.46",1,18
2009,Call of Duty 2,"$4,401.02",1,0
2009,Call of Duty: Modern Warfare 2,"$4,211.84",2,11
2009,FIFA 08,"$2,560.19",1,3
2009,Age of Empires III,"$2,250.00",2,9
2009,Street Fighter IV,"$1,602.72",5,13
2009,Age of Empires,$880.00,1,16
2009,Pro Evolution Soccer 2009,$713.06,4,3
2009,Age of Mythology,$480.00,2,5
2009,Super Smash Bros.,$100.00,2,7
2009,Marvel vs. Capcom 2,$90.00,2,6
2009,Street Fighter III: 3rd Strike,$45.00,2,3
2009,BlazBlue: Calamity Trigger,$35.00,1,3
2009,Guilty Gear XX Accent Core,$35.00,2,9
2009,King of Fighters XI,$25.00,1,3
2009,Guilty Gear XX Accent Core Plus,$0.00,1,3
2009,Super Street Fighter II Turbo HD Remix,$0.00,2,8
2010,Counter-Strike,"$1,453,214.32",118,884
2010,StarCraft II,"$820,839.29",277,320
2010,Halo 3,"$798,113.79",9,85
2010,StarCraft: Brood War,"$628,499.64",15,99
2010,WarCraft III,"$362,767.85",88,80
2010,Counter-Strike: Source,"$351,448.47",62,558
2010,World of WarCraft,"$291,250.00",9,63
2010,Multigaming,"$200,000.00",2,2
2010,Quake Live,"$177,411.41",77,77
2010,Defense of the Ancients,"$158,306.30",17,116
2010,FIFA 10,"$117,026.71",48,64
2010,Magic: The Gathering Online,"$100,000.00",1,12
2010,Call of Duty: Modern Warfare 2,"$95,448.80",13,37
2010,Special Force,"$85,600.00",2,0
2010,Tekken 6,"$76,418.69",13,32
2010,Gears of War 2,"$75,000.00",1,0
2010,Super Smash Bros. Brawl,"$74,805.20",25,77
2010,KartRider,"$51,240.00",4,12
2010,Heroes of Newerth,"$45,064.90",8,23
2010,TrackMania Nations Forever,"$44,166.39",19,55
2010,Team Fortress 2,"$44,142.93",21,211
2010,Call of Duty 4: Modern Warfare,"$39,665.91",15,154
2010,Super Smash Bros. Melee,"$31,742.98",65,149
2010,Super Street Fighter IV,"$28,522.50",8,29
2010,iRacing.com,"$28,000.00",2,5
2010,League of Legends,"$27,942.64",24,87
2010,CrossFire,"$23,000.00",1,0
2010,Age of Empires II,"$18,559.75",7,34
2010,Halo: Reach,"$14,000.00",2,0
2010,Carom 3D,"$11,000.00",1,3
2010,Forza Motorsport 3,"$11,000.00",2,3
2010,Guitar Hero 5,"$10,500.00",1,3
2010,Need for Speed: Shift,"$10,500.00",1,3
2010,Gears of War,"$10,193.30",1,0
2010,Wolfenstein: Enemy Territory,"$6,811.76",1,15
2010,Street Fighter IV,"$3,805.50",5,11
2010,FIFA 11,"$3,802.85",16,14
2010,Day of Defeat: Source,"$3,069.04",3,18
2010,FIFA 09,"$2,731.65",2,3
2010,"Warhammer 40,000: Dawn of War","$1,816.50",1,2
2010,rFactor,"$1,117.35",1,10
2010,Age of Empires III,$750.00,1,4
2010,Pro Evolution Soccer 2009,$682.91,1,3
2010,Age of Empires,$308.00,1,18
2010,Tatsunoko vs. Capcom: Ultimate All-Stars,$300.81,3,6
2010,Super Smash Bros.,$180.00,4,8
2010,Super Street Fighter II Turbo HD Remix,$160.00,2,6
2010,Capcom vs. SNK,$140.00,1,3
2010,Marvel vs. Capcom 2,$130.00,2,6
2010,Age of Mythology,$75.00,1,1
2010,Melty Blood: Actress Again,$0.00,1,3
2011,StarCraft II,"$3,192,864.09",790,519
2011,Dota 2,"$1,672,268.08",6,93
2011,Call of Duty: Modern Warfare 3,"$1,006,015.34",5,44
2011,Counter-Strike,"$879,914.71",84,686
2011,Halo: Reach,"$593,521.98",15,86
2011,League of Legends,"$526,574.51",172,387
2011,StarCraft: Brood War,"$423,063.87",37,100
2011,Call of Duty: Black Ops,"$376,553.48",23,118
2011,Counter-Strike: Source,"$261,943.40",42,329
2011,Defense of the Ancients,"$244,082.84",27,246
2011,World of WarCraft,"$192,000.00",4,22
2011,Heroes of Newerth,"$153,840.35",14,42
2011,WarCraft III,"$149,527.55",64,53
2011,Quake Live,"$125,267.32",68,39
2011,Magic: The Gathering Online,"$100,000.00",1,12
2011,FIFA 11,"$90,180.92",62,68
2011,Super Street Fighter IV Arcade Edition,"$56,552.09",14,41
2011,KartRider,"$54,123.00",4,11
2011,iRacing.com,"$48,900.00",3,14
2011,Team Fortress 2,"$45,490.44",21,148
2011,Special Force,"$44,650.00",1,0
2011,Super Smash Bros. Melee,"$44,594.21",52,142
2011,Tekken 6,"$38,914.17",13,34
2011,TrackMania Nations Forever,"$36,283.56",18,43
2011,CrossFire,"$34,000.00",1,15
2011,Mortal Kombat 9,"$29,501.67",8,26
2011,Super Smash Bros. Brawl,"$28,718.32",37,113
2011,Marvel vs. Capcom 3,"$22,144.33",11,38
2011,Bloodline Champions,"$20,000.00",2,16
2011,World of Tanks,"$18,503.12",2,7
2011,Marvel vs. Capcom 2,"$15,000.00",3,6
2011,Call of Duty 4: Modern Warfare,"$14,653.11",9,37
2011,Age of Empires II,"$10,458.41",5,30
2011,Call of Duty: Modern Warfare 2,"$10,000.00",1,0
2011,BlazBlue: Continuum Shift II,"$7,591.43",4,14
2011,rFactor,"$4,724.49",1,30
2011,TrackMania 2: Canyon,"$4,673.38",2,5
2011,Gears of War,"$4,127.00",3,0
2011,Age of Empires,"$3,727.63",5,27
2011,FIFA 12,"$1,761.00",15,12
2011,Super Street Fighter IV,"$1,706.80",10,22
2011,Arcana Heart 3,"$1,000.00",1,4
2011,Super Street Fighter II Turbo,$820.00,2,11
2011,Age of Mythology,$500.00,1,3
2011,Super Smash Bros.,$330.00,2,3
2011,Soul Calibur IV,$260.00,1,3
2011,Street Fighter III: 3rd Strike,$240.00,1,3
2011,Project M,$225.00,1,4
2011,Age of Empires Online,$100.00,1,3
2011,Street Fighter IV,$90.00,1,2
2011,Wolfenstein: Enemy Territory,$86.37,1,6
2011,Ultimate Marvel vs. Capcom 3,$45.00,1,2
2011,Mortal Kombat vs. DC Universe,$0.00,1,3
2011,Super Street Fighter II Turbo HD Remix,$0.00,1,3
2011,Ultimate Mortal Kombat 3,$0.00,1,3
2012,League of Legends,"$4,287,209.14",391,930
2012,StarCraft II,"$4,204,561.62",697,673
2012,Dota 2,"$2,087,094.85",96,257
2012,Counter-Strike,"$547,584.85",65,535
2012,Heroes of Newerth,"$341,962.28",63,308
2012,World of WarCraft,"$228,000.00",3,15
2012,Counter-Strike: Global Offensive,"$222,538.77",48,311
